Track	Artist	Album	Genre	Duration	Play Date	Play Time (ET)
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-08-15	20:18
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-08-15	20:32
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-08-15	20:44
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-08-15	20:58
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-16	20:09
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-08-16	20:15
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-08-16	20:19
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-08-16	20:26
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-16	20:34
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-16	20:44
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-08-16	20:58
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-08-17	20:06
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-08-17	20:14
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-08-17	20:17
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-08-17	20:20
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-08-18	20:26
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-08-18	20:36
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-08-18	20:47
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-08-18	20:55
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-08-18	21:09
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-08-19	20:23
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-08-19	20:27
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-19	20:42
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-08-19	20:45
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-08-20	20:02
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-08-20	20:09
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-08-20	20:18
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-08-20	20:23
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-08-20	20:37
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-20	20:42
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-08-20	20:53
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-08-20	21:01
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-08-21	20:10
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-08-21	20:21
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-08-21	20:34
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-08-21	20:38
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-08-21	20:47
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-08-21	20:56
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-22	20:16
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-08-22	20:20
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-08-22	20:35
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-23	20:01
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-23	20:07
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-08-23	20:15
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-08-24	20:26
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-24	20:40
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-24	20:48
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-08-24	21:00
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-08-24	21:12
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-08-24	21:26
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-08-24	21:31
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-08-25	20:07
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-25	20:22
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-08-25	20:35
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-08-25	20:47
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-08-25	20:55
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-08-26	20:04
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-26	20:12
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-08-27	20:03
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-08-27	20:11
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-08-27	20:17
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-27	20:20
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-27	20:28
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-08-27	20:36
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-08-28	20:27
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-08-28	20:43
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-08-28	20:57
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-08-28	21:12
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-08-28	21:15
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-08-29	20:20
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-08-29	20:25
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-08-29	20:35
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-29	20:40
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-08-29	20:55
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-29	21:10
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-08-29	21:25
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-08-30	20:00
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-08-30	20:06
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-08-30	20:16
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-08-30	20:32
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-08-30	20:40
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-08-30	20:52
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-08-30	21:08
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-08-31	20:28
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-08-31	20:31
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-09-01	20:07
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-01	20:20
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-09-01	20:35
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-09-01	20:41
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-09-01	20:50
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-09-01	20:59
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-02	20:14
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-09-02	20:22
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-09-03	20:00
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-09-03	20:13
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-09-04	20:22
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-09-04	20:35
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-09-04	20:41
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-09-05	20:02
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-09-05	20:14
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-09-05	20:25
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-09-06	20:20
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-09-06	20:26
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-09-06	20:33
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-07	20:06
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-07	20:10
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-09-07	20:13
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-09-08	20:04
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-09-08	20:09
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-09-08	20:15
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-09-08	20:27
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-08	20:30
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-09-09	20:19
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-09-09	20:26
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-09	20:34
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-09	20:45
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-09-09	20:48
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-09-10	20:23
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-10	20:39
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-09-10	20:51
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-09-10	20:55
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-09-10	21:01
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-09-11	20:20
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-11	20:24
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-09-11	20:33
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-11	20:45
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-09-11	21:01
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-09-11	21:12
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-09-11	21:15
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-12	20:09
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-09-12	20:19
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-09-13	20:10
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-09-13	20:14
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-09-13	20:20
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-09-13	20:26
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-09-14	20:21
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-14	20:31
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-09-14	20:35
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-09-14	20:39
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-14	20:42
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-09-15	20:03
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-09-15	20:19
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-09-15	20:23
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-09-15	20:28
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-09-15	20:35
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-09-15	20:42
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-09-16	20:05
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-16	20:10
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-09-16	20:19
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-09-16	20:28
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-09-17	20:29
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-09-17	20:33
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-09-18	20:29
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-09-18	20:33
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-09-18	20:41
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-09-19	20:22
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-19	20:31
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-09-19	20:37
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-09-20	20:19
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-09-20	20:30
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-21	20:27
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-21	20:43
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-09-21	20:59
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-09-21	21:11
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-09-21	21:15
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-09-22	20:23
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-09-22	20:35
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-09-22	20:51
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-09-22	21:06
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-22	21:22
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-22	21:32
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-09-22	21:35
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-09-22	21:47
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-09-23	20:26
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-09-23	20:29
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-23	20:38
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-09-23	20:42
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-09-23	20:50
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-09-24	20:29
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-09-24	20:32
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-09-24	20:43
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-09-24	20:48
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-09-25	20:08
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-09-25	20:12
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-09-25	20:19
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-25	20:32
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-09-25	20:43
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-09-25	20:51
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-09-26	20:20
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-09-26	20:24
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-09-26	20:34
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-09-27	20:09
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-09-27	20:22
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-09-27	20:32
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-09-27	20:37
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-09-27	20:40
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-09-28	20:14
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-09-28	20:19
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-09-28	20:24
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-09-28	20:27
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-28	20:39
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-09-28	20:52
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-09-28	21:08
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-09-28	21:23
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-09-29	20:14
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-09-29	20:21
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-09-29	20:36
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-09-29	20:50
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-09-30	20:21
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-09-30	20:33
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-09-30	20:46
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-09-30	21:01
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-09-30	21:16
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-10-01	20:28
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-01	20:41
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-01	20:57
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-01	21:10
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-01	21:15
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-01	21:21
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-02	20:08
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-10-02	20:14
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-10-02	20:21
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-10-02	20:27
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-02	20:38
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-10-02	20:48
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-10-02	20:56
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-03	20:07
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-10-03	20:20
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-10-03	20:23
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-10-03	20:30
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-10-03	20:33
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-10-03	20:47
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-10-04	20:24
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-10-04	20:39
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-10-05	20:17
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-10-05	20:27
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-05	20:37
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-05	20:52
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-05	20:56
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-10-05	20:59
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-10-06	20:10
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-10-06	20:22
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-10-06	20:37
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-10-07	20:26
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-10-07	20:37
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-10-07	20:47
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-10-07	21:02
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-10-07	21:13
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-10-07	21:21
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-10-07	21:30
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-08	20:21
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-08	20:37
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-08	20:49
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-10-08	20:56
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-10-08	21:05
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-08	21:19
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-10-09	20:08
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-10-09	20:18
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-09	20:32
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-09	20:38
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-10-09	20:42
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-10-09	20:53
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-10-09	20:59
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-10	20:00
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-10	20:03
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-10	20:15
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-10-10	20:31
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-10-11	20:01
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-11	20:15
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-10-11	20:19
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-11	20:26
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-10-11	20:37
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-10-12	20:23
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-10-12	20:38
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-12	20:54
